"Step","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/fraction_in_ppo_clip_range","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/fraction_in_ppo_clip_range__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/fraction_in_ppo_clip_range__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/fraction_in_ppo_clip_range","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/fraction_in_ppo_clip_range__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/fraction_in_ppo_clip_range__MAX","20260203_144832_traj_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range","20260203_144832_traj_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range__MIN","20260203_144832_traj_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range__MAX","20260203_141744_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range","20260203_141744_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MIN","20260203_141744_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MAX","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/fraction_in_ppo_clip_range","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/fraction_in_ppo_clip_range__MIN","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/fraction_in_ppo_clip_range__MAX","20260201_191332_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range","20260201_191332_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MIN","20260201_191332_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MAX","20260131_160147_step_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range","20260131_160147_step_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range__MIN","20260131_160147_step_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range__MAX","20260131_160100_step_reward_fresh - offpolicy/fraction_in_ppo_clip_range","20260131_160100_step_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MIN","20260131_160100_step_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MAX","20260131_155522_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range","20260131_155522_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MIN","20260131_155522_traj_reward_fresh - offpolicy/fraction_in_ppo_clip_range__MAX","20260131_155911_traj_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range","20260131_155911_traj_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range__MIN","20260131_155911_traj_reward_fresh_configA - offpolicy/fraction_in_ppo_clip_range__MAX"
"106","0.9384987950325012","0.9384987950325012","0.9384987950325012","0.8769315481185913","0.8769315481185913","0.8769315481185913","0.8780487775802612","0.8780487775802612","0.8780487775802612","0.7638776302337646","0.7638776302337646","0.7638776302337646","0.8781420588493347","0.8781420588493347","0.8781420588493347","0.7495298981666565","0.7495298981666565","0.7495298981666565","0.24779541790485382","0.24779541790485382","0.24779541790485382","0.6366906762123108","0.6366906762123108","0.6366906762123108","0.7627172470092773","0.7627172470092773","0.7627172470092773","0.9003404974937439","0.9003404974937439","0.9003404974937439"
"107","0.9381418228149414","0.9381418228149414","0.9381418228149414","0.8755249977111816","0.8755249977111816","0.8755249977111816","0.8729934096336365","0.8729934096336365","0.8729934096336365","0.7716243267059326","0.7716243267059326","0.7716243267059326","0.8633681535720825","0.8633681535720825","0.8633681535720825","0.7921826839447021","0.7921826839447021","0.7921826839447021","0.20623551309108734","0.20623551309108734","0.20623551309108734","0.5861561298370361","0.5861561298370361","0.5861561298370361","0.7333333492279053","0.7333333492279053","0.7333333492279053","0.8778164982795715","0.8778164982795715","0.8778164982795715"
"108","0.940726101398468","0.940726101398468","0.940726101398468","0.8723018169403076","0.8723018169403076","0.8723018169403076","0.8709979057312012","0.8709979057312012","0.8709979057312012","0.7832783460617065","0.7832783460617065","0.7832783460617065","0.880734920501709","0.880734920501709","0.880734920501709","0.7731776237487793","0.7731776237487793","0.7731776237487793","0.22730609774589539","0.22730609774589539","0.22730609774589539","0.6267942786216736","0.6267942786216736","0.6267942786216736","0.736785352230072","0.736785352230072","0.736785352230072","0.8572189211845398","0.8572189211845398","0.8572189211845398"
"109","0.9451776742935181","0.9451776742935181","0.9451776742935181","0.8710355162620544","0.8710355162620544","0.8710355162620544","0.875822901725769","0.875822901725769","0.875822901725769","0.7632312178611755","0.7632312178611755","0.7632312178611755","0.8730136752128601","0.8730136752128601","0.8730136752128601","0.7635604739189148","0.7635604739189148","0.7635604739189148","0.19549180567264557","0.19549180567264557","0.19549180567264557","0.6629213690757751","0.6629213690757751","0.6629213690757751","0.7434477806091309","0.7434477806091309","0.7434477806091309","0.8776928186416626","0.8776928186416626","0.8776928186416626"
"110","0.9391385912895203","0.9391385912895203","0.9391385912895203","0.872268557548523","0.872268557548523","0.872268557548523","0.8786534667015076","0.8786534667015076","0.8786534667015076","0.7736276388168335","0.7736276388168335","0.7736276388168335","0.8842105269432068","0.8842105269432068","0.8842105269432068","0.7760491967201233","0.7760491967201233","0.7760491967201233","0.21251629292964935","0.21251629292964935","0.21251629292964935","0.6489361524581909","0.6489361524581909","0.6489361524581909","0.7395219802856445","0.7395219802856445","0.7395219802856445","0.8913543224334717","0.8913543224334717","0.8913543224334717"
"111","0.9379658102989197","0.9379658102989197","0.9379658102989197","0.8772408366203308","0.8772408366203308","0.8772408366203308","0.8770156502723694","0.8770156502723694","0.8770156502723694","0.7174290418624878","0.7174290418624878","0.7174290418624878","0.8722191452980042","0.8722191452980042","0.8722191452980042","0.7431818246841431","0.7431818246841431","0.7431818246841431","0.2306034415960312","0.2306034415960312","0.2306034415960312","0.6393054723739624","0.6393054723739624","0.6393054723739624","0.7807220816612244","0.7807220816612244","0.7807220816612244","0.871201753616333","0.871201753616333","0.871201753616333"
"112","0.9431077837944031","0.9431077837944031","0.9431077837944031","0.8711993098258972","0.8711993098258972","0.8711993098258972","0.8787803649902344","0.8787803649902344","0.8787803649902344","0.7573657035827637","0.7573657035827637","0.7573657035827637","0.8764691352844238","0.8764691352844238","0.8764691352844238","0.7745398879051208","0.7745398879051208","0.7745398879051208","0.19621513783931732","0.19621513783931732","0.19621513783931732","0.6122594475746155","0.6122594475746155","0.6122594475746155","0.7427663803100586","0.7427663803100586","0.7427663803100586","0.8458393812179565","0.8458393812179565","0.8458393812179565"
"113","0.942290723323822","0.942290723323822","0.942290723323822","0.8773192167282104","0.8773192167282104","0.8773192167282104","0.8727940917015076","0.8727940917015076","0.8727940917015076","0.7830008268356323","0.7830008268356323","0.7830008268356323","0.8778004050254822","0.8778004050254822","0.8778004050254822","0.7548187971115112","0.7548187971115112","0.7548187971115112","0.19046328961849213","0.19046328961849213","0.19046328961849213","0.6058558821678162","0.6058558821678162","0.6058558821678162","0.790161669254303","0.790161669254303","0.790161669254303","0.8793725967407227","0.8793725967407227","0.8793725967407227"
"114","0.9465753436088562","0.9465753436088562","0.9465753436088562","0.8818492889404297","0.8818492889404297","0.8818492889404297","0.8769596219062805","0.8769596219062805","0.8769596219062805","0.7622377872467041","0.7622377872467041","0.7622377872467041","0.8738189935684204","0.8738189935684204","0.8738189935684204","0.779007613658905","0.779007613658905","0.779007613658905","0.207578644156456","0.207578644156456","0.207578644156456","0.5957278609275818","0.5957278609275818","0.5957278609275818","0.7640449404716492","0.7640449404716492","0.7640449404716492","0.8938682675361633","0.8938682675361633","0.8938682675361633"
"115","0.9432835578918457","0.9432835578918457","0.9432835578918457","0.8756528496742249","0.8756528496742249","0.8756528496742249","0.8769389986991882","0.8769389986991882","0.8769389986991882","0.767312228679657","0.767312228679657","0.767312228679657","0.8044961094856262","0.8044961094856262","0.8044961094856262","0.7546428442001343","0.7546428442001343","0.7546428442001343","0.17978553473949432","0.17978553473949432","0.17978553473949432","0.5687869787216187","0.5687869787216187","0.5687869787216187","0.7642571926116943","0.7642571926116943","0.7642571926116943","0.8810857534408569","0.8810857534408569","0.8810857534408569"
"116","0.9432098865509033","0.9432098865509033","0.9432098865509033","0.8751672506332397","0.8751672506332397","0.8751672506332397","0.8807761073112488","0.8807761073112488","0.8807761073112488","0.7785179018974304","0.7785179018974304","0.7785179018974304","0.883659303188324","0.883659303188324","0.883659303188324","0.7677794098854065","0.7677794098854065","0.7677794098854065","0.19696970283985138","0.19696970283985138","0.19696970283985138","0.6351437568664551","0.6351437568664551","0.6351437568664551","0.7961387634277344","0.7961387634277344","0.7961387634277344","0.8980368375778198","0.8980368375778198","0.8980368375778198"
"117","0.9437961578369141","0.9437961578369141","0.9437961578369141","0.8472493290901184","0.8472493290901184","0.8472493290901184","0.8818742036819458","0.8818742036819458","0.8818742036819458","0.788923442363739","0.788923442363739","0.788923442363739","0.8703420162200928","0.8703420162200928","0.8703420162200928","0.7667311429977417","0.7667311429977417","0.7667311429977417","0.1755799800157547","0.1755799800157547","0.1755799800157547","0.6048265695571899","0.6048265695571899","0.6048265695571899","0.7930313348770142","0.7930313348770142","0.7930313348770142","0.8996321558952332","0.8996321558952332","0.8996321558952332"
"118","0.946075975894928","0.946075975894928","0.946075975894928","0.8769857287406921","0.8769857287406921","0.8769857287406921","0.8835753798484802","0.8835753798484802","0.8835753798484802","0.7438395619392395","0.7438395619392395","0.7438395619392395","0.8757469058036804","0.8757469058036804","0.8757469058036804","0.7720913290977478","0.7720913290977478","0.7720913290977478","0.21720154583454132","0.21720154583454132","0.21720154583454132","0.6371099948883057","0.6371099948883057","0.6371099948883057","0.765364944934845","0.765364944934845","0.765364944934845","0.8963971138000488","0.8963971138000488","0.8963971138000488"
"119","0.9459207653999329","0.9459207653999329","0.9459207653999329","0.877320408821106","0.877320408821106","0.877320408821106","0.88041752576828","0.88041752576828","0.88041752576828","0.7567130327224731","0.7567130327224731","0.7567130327224731","0.8732125759124756","0.8732125759124756","0.8732125759124756","0.7766122817993164","0.7766122817993164","0.7766122817993164","0.2306705117225647","0.2306705117225647","0.2306705117225647","0.6778688430786133","0.6778688430786133","0.6778688430786133","0.7589223384857178","0.7589223384857178","0.7589223384857178","0.9016772508621216","0.9016772508621216","0.9016772508621216"
"120","0.9487243294715881","0.9487243294715881","0.9487243294715881","0.8836893439292908","0.8836893439292908","0.8836893439292908","0.8779865503311157","0.8779865503311157","0.8779865503311157","0.769324779510498","0.769324779510498","0.769324779510498","0.8737461566925049","0.8737461566925049","0.8737461566925049","0.7658753991127014","0.7658753991127014","0.7658753991127014","0.23409894108772278","0.23409894108772278","0.23409894108772278","0.5740445852279663","0.5740445852279663","0.5740445852279663","0.750093400478363","0.750093400478363","0.750093400478363","0.9048187136650085","0.9048187136650085","0.9048187136650085"
"121","0.9474770426750183","0.9474770426750183","0.9474770426750183","0.8742968440055847","0.8742968440055847","0.8742968440055847","0.8815340399742126","0.8815340399742126","0.8815340399742126","0.7907728552818298","0.7907728552818298","0.7907728552818298","0.8801369667053223","0.8801369667053223","0.8801369667053223","0.7652745842933655","0.7652745842933655","0.7652745842933655","0.2295297533273697","0.2295297533273697","0.2295297533273697","0.6160572171211243","0.6160572171211243","0.6160572171211243","0.7541940212249756","0.7541940212249756","0.7541940212249756","0.8398273587226868","0.8398273587226868","0.8398273587226868"
"122","0.9442129731178284","0.9442129731178284","0.9442129731178284","0.8723663091659546","0.8723663091659546","0.8723663091659546","0.880113959312439","0.880113959312439","0.880113959312439","0.758808434009552","0.758808434009552","0.758808434009552","0.8807651996612549","0.8807651996612549","0.8807651996612549","0.7759659886360168","0.7759659886360168","0.7759659886360168","0.24673090875148773","0.24673090875148773","0.24673090875148773","0.5398633480072021","0.5398633480072021","0.5398633480072021","0.7204906940460205","0.7204906940460205","0.7204906940460205","0.9016544222831726","0.9016544222831726","0.9016544222831726"
"123","0.9454756379127502","0.9454756379127502","0.9454756379127502","0.8457907438278198","0.8457907438278198","0.8457907438278198","0.8764514923095703","0.8764514923095703","0.8764514923095703","0.7682926654815674","0.7682926654815674","0.7682926654815674","0.8818137049674988","0.8818137049674988","0.8818137049674988","0.772892415523529","0.772892415523529","0.772892415523529","0.22510690987110138","0.22510690987110138","0.22510690987110138","0.6692373752593994","0.6692373752593994","0.6692373752593994","0.7437582015991211","0.7437582015991211","0.7437582015991211","0.8811060190200806","0.8811060190200806","0.8811060190200806"
"124","0.9519684910774231","0.9519684910774231","0.9519684910774231","0.8841937184333801","0.8841937184333801","0.8841937184333801","0.8803666234016418","0.8803666234016418","0.8803666234016418","0.7755159139633179","0.7755159139633179","0.7755159139633179","0.8822352290153503","0.8822352290153503","0.8822352290153503","0.7174474596977234","0.7174474596977234","0.7174474596977234","0.2608191668987274","0.2608191668987274","0.2608191668987274","0.5727204084396362","0.5727204084396362","0.5727204084396362","0.7862787246704102","0.7862787246704102","0.7862787246704102","0.8998384475708008","0.8998384475708008","0.8998384475708008"
"125","0.9475162029266357","0.9475162029266357","0.9475162029266357","0.881915271282196","0.881915271282196","0.881915271282196","0.8844466209411621","0.8844466209411621","0.8844466209411621","0.7697523832321167","0.7697523832321167","0.7697523832321167","0.8860777020454407","0.8860777020454407","0.8860777020454407","0.7651515007019043","0.7651515007019043","0.7651515007019043","0.2428361475467682","0.2428361475467682","0.2428361475467682","0.6281124353408813","0.6281124353408813","0.6281124353408813","0.7396472096443176","0.7396472096443176","0.7396472096443176","0.9013471603393555","0.9013471603393555","0.9013471603393555"
"126","0.9479637742042542","0.9479637742042542","0.9479637742042542","0.8783291578292847","0.8783291578292847","0.8783291578292847","0.8806676864624023","0.8806676864624023","0.8806676864624023","0.7624196410179138","0.7624196410179138","0.7624196410179138","0.8608214259147644","0.8608214259147644","0.8608214259147644","0.761630117893219","0.761630117893219","0.761630117893219","0.23589204251766205","0.23589204251766205","0.23589204251766205","0.5440475940704346","0.5440475940704346","0.5440475940704346","0.785050094127655","0.785050094127655","0.785050094127655","0.8287017345428467","0.8287017345428467","0.8287017345428467"
"127","0.9457217454910278","0.9457217454910278","0.9457217454910278","0.8752968907356262","0.8752968907356262","0.8752968907356262","0.8854166865348816","0.8854166865348816","0.8854166865348816","0.7784678936004639","0.7784678936004639","0.7784678936004639","0.8516508340835571","0.8516508340835571","0.8516508340835571","0.7618518471717834","0.7618518471717834","0.7618518471717834","0.261895090341568","0.261895090341568","0.261895090341568","0.5696721076965332","0.5696721076965332","0.5696721076965332","0.7552757263183594","0.7552757263183594","0.7552757263183594","0.9011539220809937","0.9011539220809937","0.9011539220809937"
"128","0.9491400718688965","0.9491400718688965","0.9491400718688965","0.8842105269432068","0.8842105269432068","0.8842105269432068","0.8843222856521606","0.8843222856521606","0.8843222856521606","0.7879470586776733","0.7879470586776733","0.7879470586776733","0.8685802817344666","0.8685802817344666","0.8685802817344666","0.7581580877304077","0.7581580877304077","0.7581580877304077","0.25619834661483765","0.25619834661483765","0.25619834661483765","0.5835798978805542","0.5835798978805542","0.5835798978805542","0.7647495269775391","0.7647495269775391","0.7647495269775391","0.8923636078834534","0.8923636078834534","0.8923636078834534"
"129","0.9484871029853821","0.9484871029853821","0.9484871029853821","0.8861892819404602","0.8861892819404602","0.8861892819404602","0.8837927579879761","0.8837927579879761","0.8837927579879761","0.7534868717193604","0.7534868717193604","0.7534868717193604","0.8930642604827881","0.8930642604827881","0.8930642604827881","0.7671610713005066","0.7671610713005066","0.7671610713005066","0.28178998827934265","0.28178998827934265","0.28178998827934265","0.5655853152275085","0.5655853152275085","0.5655853152275085","0.7402734160423279","0.7402734160423279","0.7402734160423279","0.8938822746276855","0.8938822746276855","0.8938822746276855"
"130","0.9502426981925964","0.9502426981925964","0.9502426981925964","0.8860604166984558","0.8860604166984558","0.8860604166984558","0.8858388662338257","0.8858388662338257","0.8858388662338257","0.7520564198493958","0.7520564198493958","0.7520564198493958","0.8781159520149231","0.8781159520149231","0.8781159520149231","0.7549019455909729","0.7549019455909729","0.7549019455909729","0.2867351472377777","0.2867351472377777","0.2867351472377777","0.5851900577545166","0.5851900577545166","0.5851900577545166","0.7469767332077026","0.7469767332077026","0.7469767332077026","0.8975642919540405","0.8975642919540405","0.8975642919540405"
"131","0.9526569843292236","0.9526569843292236","0.9526569843292236","0.8865900635719299","0.8865900635719299","0.8865900635719299","0.8891572952270508","0.8891572952270508","0.8891572952270508","0.7795048952102661","0.7795048952102661","0.7795048952102661","0.9010670781135559","0.9010670781135559","0.9010670781135559","0.7673248052597046","0.7673248052597046","0.7673248052597046","0.23910386860370636","0.23910386860370636","0.23910386860370636","0.5167741775512695","0.5167741775512695","0.5167741775512695","0.7338648438453674","0.7338648438453674","0.7338648438453674","0.9041436314582825","0.9041436314582825","0.9041436314582825"
"132","0.9556626677513123","0.9556626677513123","0.9556626677513123","0.8832116723060608","0.8832116723060608","0.8832116723060608","0.8811414241790771","0.8811414241790771","0.8811414241790771","0.7586206793785095","0.7586206793785095","0.7586206793785095","0.8182807564735413","0.8182807564735413","0.8182807564735413","0.7807391881942749","0.7807391881942749","0.7807391881942749","0.2655172348022461","0.2655172348022461","0.2655172348022461","0.5593869686126709","0.5593869686126709","0.5593869686126709","0.7635412812232971","0.7635412812232971","0.7635412812232971","0.9037164449691772","0.9037164449691772","0.9037164449691772"
"133","0.9518229365348816","0.9518229365348816","0.9518229365348816","0.8810359835624695","0.8810359835624695","0.8810359835624695","0.8879399299621582","0.8879399299621582","0.8879399299621582","0.7634212970733643","0.7634212970733643","0.7634212970733643","0.8782938122749329","0.8782938122749329","0.8782938122749329","0.7796493768692017","0.7796493768692017","0.7796493768692017","0.2725840210914612","0.2725840210914612","0.2725840210914612","0.6011146306991577","0.6011146306991577","0.6011146306991577","0.7482632994651794","0.7482632994651794","0.7482632994651794","0.9114401936531067","0.9114401936531067","0.9114401936531067"
"134","0.9512820243835449","0.9512820243835449","0.9512820243835449","0.8844765424728394","0.8844765424728394","0.8844765424728394","0.8809639811515808","0.8809639811515808","0.8809639811515808","0.7603281736373901","0.7603281736373901","0.7603281736373901","0.87874835729599","0.87874835729599","0.87874835729599","0.777562141418457","0.777562141418457","0.777562141418457","0.30592840909957886","0.30592840909957886","0.30592840909957886","0.6178543567657471","0.6178543567657471","0.6178543567657471","0.752029538154602","0.752029538154602","0.752029538154602","0.9078908562660217","0.9078908562660217","0.9078908562660217"
"135","0.9473809599876404","0.9473809599876404","0.9473809599876404","0.8838080763816833","0.8838080763816833","0.8838080763816833","0.8878073692321777","0.8878073692321777","0.8878073692321777","0.7693020105361938","0.7693020105361938","0.7693020105361938","0.8868650794029236","0.8868650794029236","0.8868650794029236","0.7623944282531738","0.7623944282531738","0.7623944282531738","0.28405314683914185","0.28405314683914185","0.28405314683914185","0.548030436038971","0.548030436038971","0.548030436038971","0.742275059223175","0.742275059223175","0.742275059223175","0.8866445422172546","0.8866445422172546","0.8866445422172546"
"136","0.9509061574935913","0.9509061574935913","0.9509061574935913","0.8833652138710022","0.8833652138710022","0.8833652138710022","0.8871228694915771","0.8871228694915771","0.8871228694915771","0.7842617034912109","0.7842617034912109","0.7842617034912109","0.806718111038208","0.806718111038208","0.806718111038208","0.7628096342086792","0.7628096342086792","0.7628096342086792","0.27081191539764404","0.27081191539764404","0.27081191539764404","0.5709037184715271","0.5709037184715271","0.5709037184715271","0.7769936323165894","0.7769936323165894","0.7769936323165894","0.9009161591529846","0.9009161591529846","0.9009161591529846"
"137","0.9523147940635681","0.9523147940635681","0.9523147940635681","0.8851169943809509","0.8851169943809509","0.8851169943809509","0.8816162347793579","0.8816162347793579","0.8816162347793579","0.7795893549919128","0.7795893549919128","0.7795893549919128","0.8744843602180481","0.8744843602180481","0.8744843602180481","0.7810927629470825","0.7810927629470825","0.7810927629470825","0.2838428020477295","0.2838428020477295","0.2838428020477295","0.621411919593811","0.621411919593811","0.621411919593811","0.7898383140563965","0.7898383140563965","0.7898383140563965","0.8715865015983582","0.8715865015983582","0.8715865015983582"
"138","0.9517412781715393","0.9517412781715393","0.9517412781715393","0.8737286329269409","0.8737286329269409","0.8737286329269409","0.883689820766449","0.883689820766449","0.883689820766449","0.7602584958076477","0.7602584958076477","0.7602584958076477","0.8840821385383606","0.8840821385383606","0.8840821385383606","0.7855600118637085","0.7855600118637085","0.7855600118637085","0.27157777547836304","0.27157777547836304","0.27157777547836304","0.5339398384094238","0.5339398384094238","0.5339398384094238","0.761728823184967","0.761728823184967","0.761728823184967","0.9128648638725281","0.9128648638725281","0.9128648638725281"
"139","0.9512255191802979","0.9512255191802979","0.9512255191802979","0.8841512203216553","0.8841512203216553","0.8841512203216553","0.880928099155426","0.880928099155426","0.880928099155426","0.7664760947227478","0.7664760947227478","0.7664760947227478","0.8880099654197693","0.8880099654197693","0.8880099654197693","0.7477077841758728","0.7477077841758728","0.7477077841758728","0.27740493416786194","0.27740493416786194","0.27740493416786194","0.5872340202331543","0.5872340202331543","0.5872340202331543","0.7783132791519165","0.7783132791519165","0.7783132791519165","0.9123850464820862","0.9123850464820862","0.9123850464820862"
"140","0.9254541397094727","0.9254541397094727","0.9254541397094727","0.8885385990142822","0.8885385990142822","0.8885385990142822","0.8802899122238159","0.8802899122238159","0.8802899122238159","0.7677177786827087","0.7677177786827087","0.7677177786827087","0.8746935129165649","0.8746935129165649","0.8746935129165649","0.7557077407836914","0.7557077407836914","0.7557077407836914","0.2973635792732239","0.2973635792732239","0.2973635792732239","0.6511628031730652","0.6511628031730652","0.6511628031730652","0.7409157156944275","0.7409157156944275","0.7409157156944275","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"141","0.9582772254943848","0.9582772254943848","0.9582772254943848","0.8922535181045532","0.8922535181045532","0.8922535181045532","0.886460542678833","0.886460542678833","0.886460542678833","0.7997685074806213","0.7997685074806213","0.7997685074806213","0.8785150647163391","0.8785150647163391","0.8785150647163391","0.7644323706626892","0.7644323706626892","0.7644323706626892","0.29001882672309875","0.29001882672309875","0.29001882672309875","0.6073486804962158","0.6073486804962158","0.6073486804962158","0.750918447971344","0.750918447971344","0.750918447971344","0.9060067534446716","0.9060067534446716","0.9060067534446716"
"142","0.9531955122947693","0.9531955122947693","0.9531955122947693","0.8834854960441589","0.8834854960441589","0.8834854960441589","0.8840048909187317","0.8840048909187317","0.8840048909187317","0.7373117804527283","0.7373117804527283","0.7373117804527283","0.8732231855392456","0.8732231855392456","0.8732231855392456","0.7535024881362915","0.7535024881362915","0.7535024881362915","0.28785982728004456","0.28785982728004456","0.28785982728004456","0.4453924894332886","0.4453924894332886","0.4453924894332886","0.7227434515953064","0.7227434515953064","0.7227434515953064","0.9108476042747498","0.9108476042747498","0.9108476042747498"
"143","0.9521984457969666","0.9521984457969666","0.9521984457969666","0.8776063323020935","0.8776063323020935","0.8776063323020935","0.885185182094574","0.885185182094574","0.885185182094574","0.7823730707168579","0.7823730707168579","0.7823730707168579","0.8850836157798767","0.8850836157798767","0.8850836157798767","0.7564290761947632","0.7564290761947632","0.7564290761947632","0.2876712381839752","0.2876712381839752","0.2876712381839752","0.4819484353065491","0.4819484353065491","0.4819484353065491","0.7326258420944214","0.7326258420944214","0.7326258420944214","0.907719612121582","0.907719612121582","0.907719612121582"
"144","0.9532710313796997","0.9532710313796997","0.9532710313796997","0.8833552002906799","0.8833552002906799","0.8833552002906799","0.890080451965332","0.890080451965332","0.890080451965332","0.7657126188278198","0.7657126188278198","0.7657126188278198","0.8804197907447815","0.8804197907447815","0.8804197907447815","0.7775209546089172","0.7775209546089172","0.7775209546089172","0.27916666865348816","0.27916666865348816","0.27916666865348816","0.5361321568489075","0.5361321568489075","0.5361321568489075","0.7693430781364441","0.7693430781364441","0.7693430781364441","0.9076517224311829","0.9076517224311829","0.9076517224311829"
"145","0.9538461565971375","0.9538461565971375","0.9538461565971375","0.8929597735404968","0.8929597735404968","0.8929597735404968","0.8892105221748352","0.8892105221748352","0.8892105221748352","0.7812106013298035","0.7812106013298035","0.7812106013298035","0.876531720161438","0.876531720161438","0.876531720161438","0.7541877627372742","0.7541877627372742","0.7541877627372742","0.2705882489681244","0.2705882489681244","0.2705882489681244","0.49598929286003113","0.49598929286003113","0.49598929286003113","0.7486871480941772","0.7486871480941772","0.7486871480941772","0.9051819443702698","0.9051819443702698","0.9051819443702698"
"146","0.9560495018959045","0.9560495018959045","0.9560495018959045","0.8764306306838989","0.8764306306838989","0.8764306306838989","0.8843945860862732","0.8843945860862732","0.8843945860862732","0.776483952999115","0.776483952999115","0.776483952999115","0.8952533006668091","0.8952533006668091","0.8952533006668091","0.728508472442627","0.728508472442627","0.728508472442627","0.27207791805267334","0.27207791805267334","0.27207791805267334","0.5023505687713623","0.5023505687713623","0.5023505687713623","0.7349810004234314","0.7349810004234314","0.7349810004234314","0.901043176651001","0.901043176651001","0.901043176651001"
"147","0.9557647109031677","0.9557647109031677","0.9557647109031677","0.877469539642334","0.877469539642334","0.877469539642334","0.8895081281661987","0.8895081281661987","0.8895081281661987","0.7639987468719482","0.7639987468719482","0.7639987468719482","0.8830633163452148","0.8830633163452148","0.8830633163452148","0.7621145248413086","0.7621145248413086","0.7621145248413086","0.28544774651527405","0.28544774651527405","0.28544774651527405","0.6225374341011047","0.6225374341011047","0.6225374341011047","0.770235002040863","0.770235002040863","0.770235002040863","0.8951100707054138","0.8951100707054138","0.8951100707054138"
"148","0.9546917676925659","0.9546917676925659","0.9546917676925659","0.8821849822998047","0.8821849822998047","0.8821849822998047","0.8847402334213257","0.8847402334213257","0.8847402334213257","0.7783117890357971","0.7783117890357971","0.7783117890357971","0.8846255540847778","0.8846255540847778","0.8846255540847778","0.7647495269775391","0.7647495269775391","0.7647495269775391","0.3049203157424927","0.3049203157424927","0.3049203157424927","0.47399526834487915","0.47399526834487915","0.47399526834487915","0.7429941296577454","0.7429941296577454","0.7429941296577454","0.9170644283294678","0.9170644283294678","0.9170644283294678"
"149","0.9573643207550049","0.9573643207550049","0.9573643207550049","0.8889772891998291","0.8889772891998291","0.8889772891998291","0.8825613856315613","0.8825613856315613","0.8825613856315613","0.7830045819282532","0.7830045819282532","0.7830045819282532","0.8814137578010559","0.8814137578010559","0.8814137578010559","0.7690522074699402","0.7690522074699402","0.7690522074699402","0.276494562625885","0.276494562625885","0.276494562625885","0.5608157515525818","0.5608157515525818","0.5608157515525818","0.7516994476318359","0.7516994476318359","0.7516994476318359","0.9153491258621216","0.9153491258621216","0.9153491258621216"
"150","0.9318127632141113","0.9318127632141113","0.9318127632141113","0.8863553404808044","0.8863553404808044","0.8863553404808044","0.8834666609764099","0.8834666609764099","0.8834666609764099","0.7734375","0.7734375","0.7734375","0.8859257102012634","0.8859257102012634","0.8859257102012634","0.7779001593589783","0.7779001593589783","0.7779001593589783","0.2814498841762543","0.2814498841762543","0.2814498841762543","0.5711127519607544","0.5711127519607544","0.5711127519607544","0.7289929389953613","0.7289929389953613","0.7289929389953613","0.9109122157096863","0.9109122157096863","0.9109122157096863"
"151","0.9594594836235046","0.9594594836235046","0.9594594836235046","0.881061315536499","0.881061315536499","0.881061315536499","0.8903459310531616","0.8903459310531616","0.8903459310531616","0.7742316722869873","0.7742316722869873","0.7742316722869873","0.8881885409355164","0.8881885409355164","0.8881885409355164","0.7278887033462524","0.7278887033462524","0.7278887033462524","0.30177515745162964","0.30177515745162964","0.30177515745162964","0.5434329509735107","0.5434329509735107","0.5434329509735107","0.7777040600776672","0.7777040600776672","0.7777040600776672","0.8933294415473938","0.8933294415473938","0.8933294415473938"
