"Step","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/mean","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/mean","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/mean__MAX","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/mean","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MIN","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MAX","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/mean","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/mean__MIN","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/mean","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/mean__MAX","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/mean","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/mean__MIN","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/mean__MAX","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/mean","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/mean__MIN","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/mean__MAX","20260131_160100_step_reward_fresh - offpolicy/importance_weight/mean","20260131_160100_step_reward_fresh - offpolicy/importance_weight/mean__MIN","20260131_160100_step_reward_fresh - offpolicy/importance_weight/mean__MAX","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/mean","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/mean__MIN","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/mean__MAX","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/mean","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MIN","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/mean__MAX"
"92","31.956653594970703","31.956653594970703","31.956653594970703","3128.061279296875","3128.061279296875","3128.061279296875","1.2914334535598755","1.2914334535598755","1.2914334535598755","2.9554922580718994","2.9554922580718994","2.9554922580718994","3.505117654800415","3.505117654800415","3.505117654800415","1.8737493753433228","1.8737493753433228","1.8737493753433228","287544177816764400","287544177816764400","287544177816764400","3239469.5","3239469.5","3239469.5","2.2926974296569824","2.2926974296569824","2.2926974296569824","1153473536","1153473536","1153473536"
"93","1.2462317943572998","1.2462317943572998","1.2462317943572998","1.201407790184021","1.201407790184021","1.201407790184021","1.3539795875549316","1.3539795875549316","1.3539795875549316","2.160517692565918","2.160517692565918","2.160517692565918","15.218234062194824","15.218234062194824","15.218234062194824","1.9210211038589478","1.9210211038589478","1.9210211038589478","1062420358927220700","1062420358927220700","1062420358927220700","27.82796287536621","27.82796287536621","27.82796287536621","2.930103302001953","2.930103302001953","2.930103302001953","1.4205068349838257","1.4205068349838257","1.4205068349838257"
"94","1.479936957359314","1.479936957359314","1.479936957359314","1.2719789743423462","1.2719789743423462","1.2719789743423462","2.047867774963379","2.047867774963379","2.047867774963379","2.6669998168945312","2.6669998168945312","2.6669998168945312","9282817","9282817","9282817","3.0193772315979004","3.0193772315979004","3.0193772315979004","1322515400755249200","1322515400755249200","1322515400755249200","36.87554168701172","36.87554168701172","36.87554168701172","1.9352363348007202","1.9352363348007202","1.9352363348007202","2243374874624","2243374874624","2243374874624"
"95","31.02701759338379","31.02701759338379","31.02701759338379","1.2438230514526367","1.2438230514526367","1.2438230514526367","1.3022394180297852","1.3022394180297852","1.3022394180297852","2.3741300106048584","2.3741300106048584","2.3741300106048584","2913972.75","2913972.75","2913972.75","2.726536273956299","2.726536273956299","2.726536273956299","923315920217047000","923315920217047000","923315920217047000","198174752","198174752","198174752","151.1211395263672","151.1211395263672","151.1211395263672","3.4915122985839844","3.4915122985839844","3.4915122985839844"
"96","1.5025134086608887","1.5025134086608887","1.5025134086608887","1.2728307247161865","1.2728307247161865","1.2728307247161865","1.3566335439682007","1.3566335439682007","1.3566335439682007","2.4422354698181152","2.4422354698181152","2.4422354698181152","245449.28125","245449.28125","245449.28125","4.165322303771973","4.165322303771973","4.165322303771973","669370446923169800","669370446923169800","669370446923169800","919515.375","919515.375","919515.375","2.398008346557617","2.398008346557617","2.398008346557617","2.6199934482574463","2.6199934482574463","2.6199934482574463"
"97","1.299248218536377","1.299248218536377","1.299248218536377","1.2559584379196167","1.2559584379196167","1.2559584379196167","1.3290468454360962","1.3290468454360962","1.3290468454360962","2.9096851348876953","2.9096851348876953","2.9096851348876953","2.956911563873291","2.956911563873291","2.956911563873291","2.462054491043091","2.462054491043091","2.462054491043091","237312593964826620","237312593964826620","237312593964826620","620215.6875","620215.6875","620215.6875","3.2423739433288574","3.2423739433288574","3.2423739433288574","4.441548824310303","4.441548824310303","4.441548824310303"
"98","34.45188522338867","34.45188522338867","34.45188522338867","1.2516099214553833","1.2516099214553833","1.2516099214553833","3.4156765937805176","3.4156765937805176","3.4156765937805176","2.354464054107666","2.354464054107666","2.354464054107666","2.6332883834838867","2.6332883834838867","2.6332883834838867","2.859890937805176","2.859890937805176","2.859890937805176","9570174496929743000","9570174496929743000","9570174496929743000","45.43337631225586","45.43337631225586","45.43337631225586","3.481844425201416","3.481844425201416","3.481844425201416","93.17994689941406","93.17994689941406","93.17994689941406"
"99","1.1930577754974365","1.1930577754974365","1.1930577754974365","1.246978998184204","1.246978998184204","1.246978998184204","3.3315436840057373","3.3315436840057373","3.3315436840057373","2.543551206588745","2.543551206588745","2.543551206588745","14.893266677856445","14.893266677856445","14.893266677856445","2.003386974334717","2.003386974334717","2.003386974334717","343939881552052200","343939881552052200","343939881552052200","33.66740798950195","33.66740798950195","33.66740798950195","3.2230327129364014","3.2230327129364014","3.2230327129364014","3.001321315765381","3.001321315765381","3.001321315765381"
"100","33.84150695800781","33.84150695800781","33.84150695800781","1.2895729541778564","1.2895729541778564","1.2895729541778564","1.4826589822769165","1.4826589822769165","1.4826589822769165","3.038862705230713","3.038862705230713","3.038862705230713","2.831372022628784","2.831372022628784","2.831372022628784","2.2203152179718018","2.2203152179718018","2.2203152179718018","2440415260994175000","2440415260994175000","2440415260994175000","363643.59375","363643.59375","363643.59375","1.9449119567871094","1.9449119567871094","1.9449119567871094","22020498","22020498","22020498"
"101","1.2071094512939453","1.2071094512939453","1.2071094512939453","1.2907122373580933","1.2907122373580933","1.2907122373580933","1.2745733261108398","1.2745733261108398","1.2745733261108398","3.8334662914276123","3.8334662914276123","3.8334662914276123","46562728","46562728","46562728","3.322920083999634","3.322920083999634","3.322920083999634","209305180947087360","209305180947087360","209305180947087360","153846.359375","153846.359375","153846.359375","1.9303909540176392","1.9303909540176392","1.9303909540176392","384639.375","384639.375","384639.375"
"102","1.1863919496536255","1.1863919496536255","1.1863919496536255","1.2472680807113647","1.2472680807113647","1.2472680807113647","1.3245526552200317","1.3245526552200317","1.3245526552200317","3.031834125518799","3.031834125518799","3.031834125518799","7.174127578735352","7.174127578735352","7.174127578735352","1.8825881481170654","1.8825881481170654","1.8825881481170654","334079186396250100","334079186396250100","334079186396250100","118.11323547363281","118.11323547363281","118.11323547363281","3.507652759552002","3.507652759552002","3.507652759552002","1.8550621271133423","1.8550621271133423","1.8550621271133423"
"103","1.2034727334976196","1.2034727334976196","1.2034727334976196","1.5806151628494263","1.5806151628494263","1.5806151628494263","1.293264627456665","1.293264627456665","1.293264627456665","2.9611287117004395","2.9611287117004395","2.9611287117004395","3.8712427616119385","3.8712427616119385","3.8712427616119385","3.432600498199463","3.432600498199463","3.432600498199463","115274585762430980","115274585762430980","115274585762430980","346.43707275390625","346.43707275390625","346.43707275390625","6.563417434692383","6.563417434692383","6.563417434692383","2.4203100204467773","2.4203100204467773","2.4203100204467773"
"104","1.3232417106628418","1.3232417106628418","1.3232417106628418","1.404337763786316","1.404337763786316","1.404337763786316","1.2636070251464844","1.2636070251464844","1.2636070251464844","2.514124870300293","2.514124870300293","2.514124870300293","2149176832","2149176832","2149176832","1.664514183998108","1.664514183998108","1.664514183998108","30795350369168785000","30795350369168785000","30795350369168785000","161748.9375","161748.9375","161748.9375","2.4017040729522705","2.4017040729522705","2.4017040729522705","1.7570931911468506","1.7570931911468506","1.7570931911468506"
"105","1.224910020828247","1.224910020828247","1.224910020828247","1.2286376953125","1.2286376953125","1.2286376953125","1.3255788087844849","1.3255788087844849","1.3255788087844849","2.241868734359741","2.241868734359741","2.241868734359741","3770693","3770693","3770693","2.6730294227600098","2.6730294227600098","2.6730294227600098","994679859856801800","994679859856801800","994679859856801800","27.003650665283203","27.003650665283203","27.003650665283203","159.00735473632812","159.00735473632812","159.00735473632812","22.53995132446289","22.53995132446289","22.53995132446289"
"106","1.209713339805603","1.209713339805603","1.209713339805603","1.2487350702285767","1.2487350702285767","1.2487350702285767","1.303773045539856","1.303773045539856","1.303773045539856","15114703","15114703","15114703","1759332352","1759332352","1759332352","3.064911365509033","3.064911365509033","3.064911365509033","2911633509065949000","2911633509065949000","2911633509065949000","8111250","8111250","8111250","2.996321201324463","2.996321201324463","2.996321201324463","7404957.5","7404957.5","7404957.5"
"107","1.288964867591858","1.288964867591858","1.288964867591858","1.2362940311431885","1.2362940311431885","1.2362940311431885","1.3272775411605835","1.3272775411605835","1.3272775411605835","2.8550376892089844","2.8550376892089844","2.8550376892089844","9.457541465759277","9.457541465759277","9.457541465759277","1.8200592994689941","1.8200592994689941","1.8200592994689941","1225743396665032700","1225743396665032700","1225743396665032700","291.3517150878906","291.3517150878906","291.3517150878906","3.8875234127044678","3.8875234127044678","3.8875234127044678","2.8492801189422607","2.8492801189422607","2.8492801189422607"
"108","1.324939250946045","1.324939250946045","1.324939250946045","1.742952823638916","1.742952823638916","1.742952823638916","1.256729006767273","1.256729006767273","1.256729006767273","2.8248422145843506","2.8248422145843506","2.8248422145843506","482970944","482970944","482970944","3.171491861343384","3.171491861343384","3.171491861343384","325529383978663940","325529383978663940","325529383978663940","78.93445587158203","78.93445587158203","78.93445587158203","3.718900203704834","3.718900203704834","3.718900203704834","2690117.25","2690117.25","2690117.25"
"109","1.2473517656326294","1.2473517656326294","1.2473517656326294","1.9223088026046753","1.9223088026046753","1.9223088026046753","1.4296870231628418","1.4296870231628418","1.4296870231628418","2.8960227966308594","2.8960227966308594","2.8960227966308594","4.763373374938965","4.763373374938965","4.763373374938965","2.3265762329101562","2.3265762329101562","2.3265762329101562","1014508521271590900","1014508521271590900","1014508521271590900","52287.1796875","52287.1796875","52287.1796875","2.5460703372955322","2.5460703372955322","2.5460703372955322","1104137728","1104137728","1104137728"
"110","31.13387680053711","31.13387680053711","31.13387680053711","1.3821028470993042","1.3821028470993042","1.3821028470993042","1.390817642211914","1.390817642211914","1.390817642211914","2.628756284713745","2.628756284713745","2.628756284713745","2.7367923259735107","2.7367923259735107","2.7367923259735107","1.6812710762023926","1.6812710762023926","1.6812710762023926","897485437143089200","897485437143089200","897485437143089200","11791844","11791844","11791844","3.4417736530303955","3.4417736530303955","3.4417736530303955","4133521664","4133521664","4133521664"
"111","29.194799423217773","29.194799423217773","29.194799423217773","1.223327398300171","1.223327398300171","1.223327398300171","3.238691568374634","3.238691568374634","3.238691568374634","22.952919006347656","22.952919006347656","22.952919006347656","2.623932361602783","2.623932361602783","2.623932361602783","1.9433484077453613","1.9433484077453613","1.9433484077453613","462163632378085400","462163632378085400","462163632378085400","1318017.25","1318017.25","1318017.25","4.5118255615234375","4.5118255615234375","4.5118255615234375","2.9905271530151367","2.9905271530151367","2.9905271530151367"
"112","1.2634202241897583","1.2634202241897583","1.2634202241897583","1.2810535430908203","1.2810535430908203","1.2810535430908203","1.2463494539260864","1.2463494539260864","1.2463494539260864","2.8709161281585693","2.8709161281585693","2.8709161281585693","525422080","525422080","525422080","2.3494579792022705","2.3494579792022705","2.3494579792022705","991630707954548700","991630707954548700","991630707954548700","60.541629791259766","60.541629791259766","60.541629791259766","3.2701988220214844","3.2701988220214844","3.2701988220214844","4.2464399337768555","4.2464399337768555","4.2464399337768555"
"113","1.1352943181991577","1.1352943181991577","1.1352943181991577","1.2398531436920166","1.2398531436920166","1.2398531436920166","1.2705639600753784","1.2705639600753784","1.2705639600753784","2.619325876235962","2.619325876235962","2.619325876235962","4675141.5","4675141.5","4675141.5","1.835037350654602","1.835037350654602","1.835037350654602","2023547384511856600","2023547384511856600","2023547384511856600","11265561","11265561","11265561","3.6922686100006104","3.6922686100006104","3.6922686100006104","9085477","9085477","9085477"
"114","1.1594362258911133","1.1594362258911133","1.1594362258911133","1.2337552309036255","1.2337552309036255","1.2337552309036255","1.2703858613967896","1.2703858613967896","1.2703858613967896","3.978952169418335","3.978952169418335","3.978952169418335","256984.09375","256984.09375","256984.09375","1.7185723781585693","1.7185723781585693","1.7185723781585693","1551632733262839800","1551632733262839800","1551632733262839800","43840.4609375","43840.4609375","43840.4609375","2.210066556930542","2.210066556930542","2.210066556930542","1.7932900190353394","1.7932900190353394","1.7932900190353394"
"115","1.3951940536499023","1.3951940536499023","1.3951940536499023","1.2212625741958618","1.2212625741958618","1.2212625741958618","1.2961820363998413","1.2961820363998413","1.2961820363998413","2.5029397010803223","2.5029397010803223","2.5029397010803223","285615104","285615104","285615104","2.242949962615967","2.242949962615967","2.242949962615967","2397182738667929600","2397182738667929600","2397182738667929600","50011180","50011180","50011180","1.9349415302276611","1.9349415302276611","1.9349415302276611","3.8744547367095947","3.8744547367095947","3.8744547367095947"
"116","1.2245687246322632","1.2245687246322632","1.2245687246322632","1.3170627355575562","1.3170627355575562","1.3170627355575562","1.2597335577011108","1.2597335577011108","1.2597335577011108","4.390091896057129","4.390091896057129","4.390091896057129","57774672","57774672","57774672","2.347785472869873","2.347785472869873","2.347785472869873","360221793333542900","360221793333542900","360221793333542900","1697953024","1697953024","1697953024","2.4774813652038574","2.4774813652038574","2.4774813652038574","1.4029885530471802","1.4029885530471802","1.4029885530471802"
"117","1.2297239303588867","1.2297239303588867","1.2297239303588867","3472.120849609375","3472.120849609375","3472.120849609375","1.2989569902420044","1.2989569902420044","1.2989569902420044","2.6159310340881348","2.6159310340881348","2.6159310340881348","57640960","57640960","57640960","2.0651228427886963","2.0651228427886963","2.0651228427886963","1140682359641735200","1140682359641735200","1140682359641735200","268359.875","268359.875","268359.875","2.072403907775879","2.072403907775879","2.072403907775879","108947.2421875","108947.2421875","108947.2421875"
"118","1.1587193012237549","1.1587193012237549","1.1587193012237549","1.1868648529052734","1.1868648529052734","1.1868648529052734","1.3019217252731323","1.3019217252731323","1.3019217252731323","3.7511651515960693","3.7511651515960693","3.7511651515960693","2.8024048805236816","2.8024048805236816","2.8024048805236816","2.6090874671936035","2.6090874671936035","2.6090874671936035","3724103057881956400","3724103057881956400","3724103057881956400","4979.57080078125","4979.57080078125","4979.57080078125","3.558976173400879","3.558976173400879","3.558976173400879","6.245413780212402","6.245413780212402","6.245413780212402"
"119","1.2468340396881104","1.2468340396881104","1.2468340396881104","1.2699471712112427","1.2699471712112427","1.2699471712112427","1.2459964752197266","1.2459964752197266","1.2459964752197266","4.796414852142334","4.796414852142334","4.796414852142334","29663768","29663768","29663768","1.6523393392562866","1.6523393392562866","1.6523393392562866","468319282585927700","468319282585927700","468319282585927700","2376.3251953125","2376.3251953125","2376.3251953125","3.2130157947540283","3.2130157947540283","3.2130157947540283","1.3593721389770508","1.3593721389770508","1.3593721389770508"
"120","1.167955994606018","1.167955994606018","1.167955994606018","1.2124234437942505","1.2124234437942505","1.2124234437942505","1.4884204864501953","1.4884204864501953","1.4884204864501953","2.615274667739868","2.615274667739868","2.615274667739868","78.59310913085938","78.59310913085938","78.59310913085938","2.959409236907959","2.959409236907959","2.959409236907959","1462041364735721500","1462041364735721500","1462041364735721500","7654.94287109375","7654.94287109375","7654.94287109375","3.5008270740509033","3.5008270740509033","3.5008270740509033","1.540441632270813","1.540441632270813","1.540441632270813"
"121","1.2128866910934448","1.2128866910934448","1.2128866910934448","1.2129207849502563","1.2129207849502563","1.2129207849502563","1.408795952796936","1.408795952796936","1.408795952796936","2.381739377975464","2.381739377975464","2.381739377975464","4912937.5","4912937.5","4912937.5","2.424748420715332","2.424748420715332","2.424748420715332","2464128703148327000","2464128703148327000","2464128703148327000","3874.41845703125","3874.41845703125","3874.41845703125","2.4266111850738525","2.4266111850738525","2.4266111850738525","10140551","10140551","10140551"
"122","1.3032771348953247","1.3032771348953247","1.3032771348953247","1.3508679866790771","1.3508679866790771","1.3508679866790771","1.2356318235397339","1.2356318235397339","1.2356318235397339","2.17329740524292","2.17329740524292","2.17329740524292","91662760","91662760","91662760","1.8155161142349243","1.8155161142349243","1.8155161142349243","658571937068351500","658571937068351500","658571937068351500","48213.87890625","48213.87890625","48213.87890625","2.355381965637207","2.355381965637207","2.355381965637207","1.2840304374694824","1.2840304374694824","1.2840304374694824"
"123","1.2594536542892456","1.2594536542892456","1.2594536542892456","3500.733642578125","3500.733642578125","3500.733642578125","1.3179242610931396","1.3179242610931396","1.3179242610931396","2.7236199378967285","2.7236199378967285","2.7236199378967285","47575380","47575380","47575380","2.2714858055114746","2.2714858055114746","2.2714858055114746","352770574830796800","352770574830796800","352770574830796800","104808.4765625","104808.4765625","104808.4765625","4.474984169006348","4.474984169006348","4.474984169006348","24.9661922454834","24.9661922454834","24.9661922454834"
"124","1.3189507722854614","1.3189507722854614","1.3189507722854614","1.2177748680114746","1.2177748680114746","1.2177748680114746","1.3099088668823242","1.3099088668823242","1.3099088668823242","7.929948329925537","7.929948329925537","7.929948329925537","1.451192021369934","1.451192021369934","1.451192021369934","153.90745544433594","153.90745544433594","153.90745544433594","831111768464949200","831111768464949200","831111768464949200","89.21883392333984","89.21883392333984","89.21883392333984","2.558817148208618","2.558817148208618","2.558817148208618","1.2680143117904663","1.2680143117904663","1.2680143117904663"
"125","1.22721529006958","1.22721529006958","1.22721529006958","1.2189477682113647","1.2189477682113647","1.2189477682113647","1.2501566410064697","1.2501566410064697","1.2501566410064697","2.636091470718384","2.636091470718384","2.636091470718384","2.274088144302368","2.274088144302368","2.274088144302368","1.861824870109558","1.861824870109558","1.861824870109558","2080103788743491600","2080103788743491600","2080103788743491600","1649655936","1649655936","1649655936","2.019484281539917","2.019484281539917","2.019484281539917","78.80142974853516","78.80142974853516","78.80142974853516"
"126","1.1920536756515503","1.1920536756515503","1.1920536756515503","1.1942247152328491","1.1942247152328491","1.1942247152328491","3.417396068572998","3.417396068572998","3.417396068572998","4.588436603546143","4.588436603546143","4.588436603546143","28694.751953125","28694.751953125","28694.751953125","1.8186938762664795","1.8186938762664795","1.8186938762664795","1931384395726323700","1931384395726323700","1931384395726323700","6010899","6010899","6010899","2.5472235679626465","2.5472235679626465","2.5472235679626465","2606570.75","2606570.75","2606570.75"
"127","1.3112441301345825","1.3112441301345825","1.3112441301345825","1.3336602449417114","1.3336602449417114","1.3336602449417114","1.242093563079834","1.242093563079834","1.242093563079834","2.3204469680786133","2.3204469680786133","2.3204469680786133","13.093109130859375","13.093109130859375","13.093109130859375","1.8277193307876587","1.8277193307876587","1.8277193307876587","1443813798409404400","1443813798409404400","1443813798409404400","180795.84375","180795.84375","180795.84375","3.6143128871917725","3.6143128871917725","3.6143128871917725","1.4417208433151245","1.4417208433151245","1.4417208433151245"
"128","1.2118538618087769","1.2118538618087769","1.2118538618087769","1.2314554452896118","1.2314554452896118","1.2314554452896118","1.246061086654663","1.246061086654663","1.246061086654663","2.669722318649292","2.669722318649292","2.669722318649292","5953861","5953861","5953861","3.273481845855713","3.273481845855713","3.273481845855713","13295532097578992000","13295532097578992000","13295532097578992000","1249993728","1249993728","1249993728","1.8382542133331299","1.8382542133331299","1.8382542133331299","15292838","15292838","15292838"
"129","1.2675713300704956","1.2675713300704956","1.2675713300704956","1.203989028930664","1.203989028930664","1.203989028930664","1.3245694637298584","1.3245694637298584","1.3245694637298584","2.8192057609558105","2.8192057609558105","2.8192057609558105","29168832","29168832","29168832","2.2118923664093018","2.2118923664093018","2.2118923664093018","10534617718303228000","10534617718303228000","10534617718303228000","131.44036865234375","131.44036865234375","131.44036865234375","2.415172815322876","2.415172815322876","2.415172815322876","2.345752000808716","2.345752000808716","2.345752000808716"
"130","1.1647800207138062","1.1647800207138062","1.1647800207138062","1.1893383264541626","1.1893383264541626","1.1893383264541626","1.2562471628189087","1.2562471628189087","1.2562471628189087","3.2438313961029053","3.2438313961029053","3.2438313961029053","21.991756439208984","21.991756439208984","21.991756439208984","1.9794660806655884","1.9794660806655884","1.9794660806655884","894978894229143600","894978894229143600","894978894229143600","398612.25","398612.25","398612.25","4.883096694946289","4.883096694946289","4.883096694946289","1.6722427606582642","1.6722427606582642","1.6722427606582642"
"131","1.1983264684677124","1.1983264684677124","1.1983264684677124","1.2265716791152954","1.2265716791152954","1.2265716791152954","1.4127166271209717","1.4127166271209717","1.4127166271209717","3.175187349319458","3.175187349319458","3.175187349319458","7166482","7166482","7166482","1.9742685556411743","1.9742685556411743","1.9742685556411743","1739375305778266000","1739375305778266000","1739375305778266000","22088.873046875","22088.873046875","22088.873046875","2.1502811908721924","2.1502811908721924","2.1502811908721924","1.2423450946807861","1.2423450946807861","1.2423450946807861"
"132","1.1318650245666504","1.1318650245666504","1.1318650245666504","1.2160749435424805","1.2160749435424805","1.2160749435424805","1.370213508605957","1.370213508605957","1.370213508605957","3.129324436187744","3.129324436187744","3.129324436187744","252139632","252139632","252139632","1.9135959148406982","1.9135959148406982","1.9135959148406982","4044596403727499300","4044596403727499300","4044596403727499300","113.28304290771484","113.28304290771484","113.28304290771484","2.1947684288024902","2.1947684288024902","2.1947684288024902","1.9735864400863647","1.9735864400863647","1.9735864400863647"
"133","1.1165672540664673","1.1165672540664673","1.1165672540664673","1.2098716497421265","1.2098716497421265","1.2098716497421265","1.2362327575683594","1.2362327575683594","1.2362327575683594","2.9990994930267334","2.9990994930267334","2.9990994930267334","6.630883693695068","6.630883693695068","6.630883693695068","2.224738597869873","2.224738597869873","2.224738597869873","4552710688614646000","4552710688614646000","4552710688614646000","8525875200","8525875200","8525875200","2.6332545280456543","2.6332545280456543","2.6332545280456543","1.482282280921936","1.482282280921936","1.482282280921936"
"134","1.198691487312317","1.198691487312317","1.198691487312317","1.221265196800232","1.221265196800232","1.221265196800232","1.331917643547058","1.331917643547058","1.331917643547058","2.926267385482788","2.926267385482788","2.926267385482788","2.063537120819092","2.063537120819092","2.063537120819092","2.235252857208252","2.235252857208252","2.235252857208252","757538085331271700","757538085331271700","757538085331271700","1401453568","1401453568","1401453568","3.1159212589263916","3.1159212589263916","3.1159212589263916","1.7962721586227417","1.7962721586227417","1.7962721586227417"
"135","1.339534878730774","1.339534878730774","1.339534878730774","1.211920976638794","1.211920976638794","1.211920976638794","1.247371792793274","1.247371792793274","1.247371792793274","3.0193841457366943","3.0193841457366943","3.0193841457366943","15.48459243774414","15.48459243774414","15.48459243774414","135122.78125","135122.78125","135122.78125","1434088205744865300","1434088205744865300","1434088205744865300","47918.32421875","47918.32421875","47918.32421875","4.318217754364014","4.318217754364014","4.318217754364014","23686714","23686714","23686714"
"136","1.4057523012161255","1.4057523012161255","1.4057523012161255","1.2451035976409912","1.2451035976409912","1.2451035976409912","1.2417172193527222","1.2417172193527222","1.2417172193527222","9.177833557128906","9.177833557128906","9.177833557128906","7.741850852966309","7.741850852966309","7.741850852966309","3.13742995262146","3.13742995262146","3.13742995262146","860858849395998700","860858849395998700","860858849395998700","6331993600","6331993600","6331993600","2.0363101959228516","2.0363101959228516","2.0363101959228516","1.7933937311172485","1.7933937311172485","1.7933937311172485"
"137","1.2067469358444214","1.2067469358444214","1.2067469358444214","1.2062427997589111","1.2062427997589111","1.2062427997589111","1.288365364074707","1.288365364074707","1.288365364074707","2.469158172607422","2.469158172607422","2.469158172607422","8.671943664550781","8.671943664550781","8.671943664550781","2.259943723678589","2.259943723678589","2.259943723678589","858525754441334800","858525754441334800","858525754441334800","8396.23046875","8396.23046875","8396.23046875","1.981593370437622","1.981593370437622","1.981593370437622","4.0523810386657715","4.0523810386657715","4.0523810386657715"
"138","1.1771724224090576","1.1771724224090576","1.1771724224090576","1.575157880783081","1.575157880783081","1.575157880783081","1.2358702421188354","1.2358702421188354","1.2358702421188354","2.8328604698181152","2.8328604698181152","2.8328604698181152","33.22644805908203","33.22644805908203","33.22644805908203","2.181551933288574","2.181551933288574","2.181551933288574","1105824405067399200","1105824405067399200","1105824405067399200","8899549184","8899549184","8899549184","2.4015421867370605","2.4015421867370605","2.4015421867370605","117203.6328125","117203.6328125","117203.6328125"
"139","1.1784257888793945","1.1784257888793945","1.1784257888793945","1.2095158100128174","1.2095158100128174","1.2095158100128174","1.4199670553207397","1.4199670553207397","1.4199670553207397","2.973865509033203","2.973865509033203","2.973865509033203","7.423128128051758","7.423128128051758","7.423128128051758","2.992790699005127","2.992790699005127","2.992790699005127","16342486625843937000","16342486625843937000","16342486625843937000","1054372.625","1054372.625","1054372.625","3.6663122177124023","3.6663122177124023","3.6663122177124023","2.316086769104004","2.316086769104004","2.316086769104004"
"140","3518457.5","3518457.5","3518457.5","1.1742064952850342","1.1742064952850342","1.1742064952850342","1.232711911201477","1.232711911201477","1.232711911201477","2.7788712978363037","2.7788712978363037","2.7788712978363037","1444168448","1444168448","1444168448","1.6788816452026367","1.6788816452026367","1.6788816452026367","5571282042789822000","5571282042789822000","5571282042789822000","7136640512","7136640512","7136640512","3.8764278888702393","3.8764278888702393","3.8764278888702393","3.09635329246521","3.09635329246521","3.09635329246521"
"141","1.1633528470993042","1.1633528470993042","1.1633528470993042","1.2283601760864258","1.2283601760864258","1.2283601760864258","1.2317432165145874","1.2317432165145874","1.2317432165145874","2.9179859161376953","2.9179859161376953","2.9179859161376953","254954.640625","254954.640625","254954.640625","1.9831655025482178","1.9831655025482178","1.9831655025482178","10817736464897410000","10817736464897410000","10817736464897410000","36404.5703125","36404.5703125","36404.5703125","2.7343592643737793","2.7343592643737793","2.7343592643737793","3.452263832092285","3.452263832092285","3.452263832092285"
"142","1.2225772142410278","1.2225772142410278","1.2225772142410278","1.254909634590149","1.254909634590149","1.254909634590149","3.0120930671691895","3.0120930671691895","3.0120930671691895","5.34801721572876","5.34801721572876","5.34801721572876","1.8545417785644531","1.8545417785644531","1.8545417785644531","2.8335516452789307","2.8335516452789307","2.8335516452789307","11880046116747608000","11880046116747608000","11880046116747608000","95817.8203125","95817.8203125","95817.8203125","7.231563568115234","7.231563568115234","7.231563568115234","1.2820305824279785","1.2820305824279785","1.2820305824279785"
"143","1.2191436290740967","1.2191436290740967","1.2191436290740967","1.252525806427002","1.252525806427002","1.252525806427002","1.2496482133865356","1.2496482133865356","1.2496482133865356","3.0520169734954834","3.0520169734954834","3.0520169734954834","448519.6875","448519.6875","448519.6875","2.1620333194732666","2.1620333194732666","2.1620333194732666","3915385095766147000","3915385095766147000","3915385095766147000","22734395392","22734395392","22734395392","4.78371524810791","4.78371524810791","4.78371524810791","1.7656958103179932","1.7656958103179932","1.7656958103179932"
"144","1.1879477500915527","1.1879477500915527","1.1879477500915527","1.6245107650756836","1.6245107650756836","1.6245107650756836","1.3098719120025635","1.3098719120025635","1.3098719120025635","2.881316900253296","2.881316900253296","2.881316900253296","4056540","4056540","4056540","3.666161298751831","3.666161298751831","3.666161298751831","2902186230282191000","2902186230282191000","2902186230282191000","6945234.5","6945234.5","6945234.5","3.5450494289398193","3.5450494289398193","3.5450494289398193","1.6667227745056152","1.6667227745056152","1.6667227745056152"
