"Step","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/median","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/median__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - offpolicy/importance_weight/median__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/median","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/median__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - offpolicy/importance_weight/median__MAX","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/median","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/median__MIN","20260203_144832_traj_reward_fresh_configA - offpolicy/importance_weight/median__MAX","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/median","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/median__MIN","20260203_141744_traj_reward_fresh - offpolicy/importance_weight/median__MAX","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/median","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/median__MIN","20260201_191930_traj_reward_fresh_configA_IS - offpolicy/importance_weight/median__MAX","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/median","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/median__MIN","20260201_191332_traj_reward_fresh - offpolicy/importance_weight/median__MAX","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/median","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/median__MIN","20260131_160147_step_reward_fresh_configA - offpolicy/importance_weight/median__MAX","20260131_160100_step_reward_fresh - offpolicy/importance_weight/median","20260131_160100_step_reward_fresh - offpolicy/importance_weight/median__MIN","20260131_160100_step_reward_fresh - offpolicy/importance_weight/median__MAX","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/median","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/median__MIN","20260131_155522_traj_reward_fresh - offpolicy/importance_weight/median__MAX","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/median","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/median__MIN","20260131_155911_traj_reward_fresh_configA - offpolicy/importance_weight/median__MAX"
"85","1.000017762184143","1.000017762184143","1.000017762184143","1.0000412464141846","1.0000412464141846","1.0000412464141846","1.0000331401824951","1.0000331401824951","1.0000331401824951","1.000781536102295","1.000781536102295","1.000781536102295","1.0000877380371094","1.0000877380371094","1.0000877380371094","1.0024629831314087","1.0024629831314087","1.0024629831314087","2.673060655593872","2.673060655593872","2.673060655593872","1.0027576684951782","1.0027576684951782","1.0027576684951782","1.0015941858291626","1.0015941858291626","1.0015941858291626","1.0001379251480103","1.0001379251480103","1.0001379251480103"
"86","1.000017523765564","1.000017523765564","1.000017523765564","1.0000470876693726","1.0000470876693726","1.0000470876693726","1.0000319480895996","1.0000319480895996","1.0000319480895996","1.000735878944397","1.000735878944397","1.000735878944397","1.000087022781372","1.000087022781372","1.000087022781372","1.002652645111084","1.002652645111084","1.002652645111084","2.920786142349243","2.920786142349243","2.920786142349243","1.0021135807037354","1.0021135807037354","1.0021135807037354","1.0008949041366577","1.0008949041366577","1.0008949041366577","1.0000754594802856","1.0000754594802856","1.0000754594802856"
"87","1.0000176429748535","1.0000176429748535","1.0000176429748535","1.0000437498092651","1.0000437498092651","1.0000437498092651","1.000033974647522","1.000033974647522","1.000033974647522","1.0007449388504028","1.0007449388504028","1.0007449388504028","1.0000877380371094","1.0000877380371094","1.0000877380371094","1.0038073062896729","1.0038073062896729","1.0038073062896729","2.728950262069702","2.728950262069702","2.728950262069702","1.0026508569717407","1.0026508569717407","1.0026508569717407","1.0007010698318481","1.0007010698318481","1.0007010698318481","1.000075340270996","1.000075340270996","1.000075340270996"
"88","1.0000171661376953","1.0000171661376953","1.0000171661376953","1.0000423192977905","1.0000423192977905","1.0000423192977905","1.0000338554382324","1.0000338554382324","1.0000338554382324","1.000766396522522","1.000766396522522","1.000766396522522","1.0001375675201416","1.0001375675201416","1.0001375675201416","1.0036184787750244","1.0036184787750244","1.0036184787750244","3.5304319858551025","3.5304319858551025","3.5304319858551025","1.0025383234024048","1.0025383234024048","1.0025383234024048","1.0014300346374512","1.0014300346374512","1.0014300346374512","1.0001108646392822","1.0001108646392822","1.0001108646392822"
"89","1.000017762184143","1.000017762184143","1.000017762184143","1.000043272972107","1.000043272972107","1.000043272972107","1.0000319480895996","1.0000319480895996","1.0000319480895996","1.0010781288146973","1.0010781288146973","1.0010781288146973","1.0000731945037842","1.0000731945037842","1.0000731945037842","1.0022904872894287","1.0022904872894287","1.0022904872894287","3.8740527629852295","3.8740527629852295","3.8740527629852295","1.0323505401611328","1.0323505401611328","1.0323505401611328","1.0024031400680542","1.0024031400680542","1.0024031400680542","1.0000848770141602","1.0000848770141602","1.0000848770141602"
"90","1.000016450881958","1.000016450881958","1.000016450881958","1.0000407695770264","1.0000407695770264","1.0000407695770264","1.0000336170196533","1.0000336170196533","1.0000336170196533","1.0006767511367798","1.0006767511367798","1.0006767511367798","1.0001146793365479","1.0001146793365479","1.0001146793365479","1.0009162425994873","1.0009162425994873","1.0009162425994873","3.9246530532836914","3.9246530532836914","3.9246530532836914","1.002461552619934","1.002461552619934","1.002461552619934","1.0020287036895752","1.0020287036895752","1.0020287036895752","1.0000827312469482","1.0000827312469482","1.0000827312469482"
"91","1.0000174045562744","1.0000174045562744","1.0000174045562744","1.000043511390686","1.000043511390686","1.000043511390686","1.0000313520431519","1.0000313520431519","1.0000313520431519","1.0007803440093994","1.0007803440093994","1.0007803440093994","1.0000660419464111","1.0000660419464111","1.0000660419464111","1.0021086931228638","1.0021086931228638","1.0021086931228638","4.700589656829834","4.700589656829834","4.700589656829834","1.003125786781311","1.003125786781311","1.003125786781311","1.0012321472167969","1.0012321472167969","1.0012321472167969","1.0001130104064941","1.0001130104064941","1.0001130104064941"
"92","1.0000174045562744","1.0000174045562744","1.0000174045562744","1.0000485181808472","1.0000485181808472","1.0000485181808472","1.0000309944152832","1.0000309944152832","1.0000309944152832","1.0008054971694946","1.0008054971694946","1.0008054971694946","1.0000832080841064","1.0000832080841064","1.0000832080841064","1.0010247230529785","1.0010247230529785","1.0010247230529785","4.414759159088135","4.414759159088135","4.414759159088135","1.002584457397461","1.002584457397461","1.002584457397461","1.0038131475448608","1.0038131475448608","1.0038131475448608","1.0000895261764526","1.0000895261764526","1.0000895261764526"
"93","1.000016689300537","1.000016689300537","1.000016689300537","1.0000436305999756","1.0000436305999756","1.0000436305999756","1.0000331401824951","1.0000331401824951","1.0000331401824951","1.00084388256073","1.00084388256073","1.00084388256073","1.000107765197754","1.000107765197754","1.000107765197754","1.0022239685058594","1.0022239685058594","1.0022239685058594","3.0285637378692627","3.0285637378692627","3.0285637378692627","1.0024151802062988","1.0024151802062988","1.0024151802062988","1.0009578466415405","1.0009578466415405","1.0009578466415405","1.00007963180542","1.00007963180542","1.00007963180542"
"94","1.000016450881958","1.000016450881958","1.000016450881958","1.0000401735305786","1.0000401735305786","1.0000401735305786","1.0000331401824951","1.0000331401824951","1.0000331401824951","1.0008394718170166","1.0008394718170166","1.0008394718170166","1.000085711479187","1.000085711479187","1.000085711479187","1.0015329122543335","1.0015329122543335","1.0015329122543335","2.3138551712036133","2.3138551712036133","2.3138551712036133","1.0028938055038452","1.0028938055038452","1.0028938055038452","1.001223087310791","1.001223087310791","1.001223087310791","1.000083565711975","1.000083565711975","1.000083565711975"
"95","1.0000191926956177","1.0000191926956177","1.0000191926956177","1.000037670135498","1.000037670135498","1.000037670135498","1.0000300407409668","1.0000300407409668","1.0000300407409668","1.0008865594863892","1.0008865594863892","1.0008865594863892","1.0000982284545898","1.0000982284545898","1.0000982284545898","1.002855896949768","1.002855896949768","1.002855896949768","3.6240243911743164","3.6240243911743164","3.6240243911743164","1.0058826208114624","1.0058826208114624","1.0058826208114624","1.000638723373413","1.000638723373413","1.000638723373413","1.0000840425491333","1.0000840425491333","1.0000840425491333"
"96","1.0000156164169312","1.0000156164169312","1.0000156164169312","1.0000407695770264","1.0000407695770264","1.0000407695770264","1.0000317096710205","1.0000317096710205","1.0000317096710205","1.0008207559585571","1.0008207559585571","1.0008207559585571","1.00009024143219","1.00009024143219","1.00009024143219","1.0045288801193237","1.0045288801193237","1.0045288801193237","3.4112086296081543","3.4112086296081543","3.4112086296081543","1.0070397853851318","1.0070397853851318","1.0070397853851318","1.0010614395141602","1.0010614395141602","1.0010614395141602","1.0000958442687988","1.0000958442687988","1.0000958442687988"
"97","1.0000159740447998","1.0000159740447998","1.0000159740447998","1.0000442266464233","1.0000442266464233","1.0000442266464233","1.0000333786010742","1.0000333786010742","1.0000333786010742","1.0014564990997314","1.0014564990997314","1.0014564990997314","1.0000708103179932","1.0000708103179932","1.0000708103179932","1.0026013851165771","1.0026013851165771","1.0026013851165771","3.619558811187744","3.619558811187744","3.619558811187744","1.0094865560531616","1.0094865560531616","1.0094865560531616","1.0047494173049927","1.0047494173049927","1.0047494173049927","1.0000723600387573","1.0000723600387573","1.0000723600387573"
"98","1.0000149011611938","1.0000149011611938","1.0000149011611938","1.0000367164611816","1.0000367164611816","1.0000367164611816","1.0000308752059937","1.0000308752059937","1.0000308752059937","1.0008463859558105","1.0008463859558105","1.0008463859558105","1.000068187713623","1.000068187713623","1.000068187713623","1.0011955499649048","1.0011955499649048","1.0011955499649048","3.0010979175567627","3.0010979175567627","3.0010979175567627","1.0026748180389404","1.0026748180389404","1.0026748180389404","1.003479242324829","1.003479242324829","1.003479242324829","1.000083565711975","1.000083565711975","1.000083565711975"
"99","1.0000158548355103","1.0000158548355103","1.0000158548355103","1.0000360012054443","1.0000360012054443","1.0000360012054443","1.00003182888031","1.00003182888031","1.00003182888031","1.000916838645935","1.000916838645935","1.000916838645935","1.000072717666626","1.000072717666626","1.000072717666626","1.0024030208587646","1.0024030208587646","1.0024030208587646","4.698327541351318","4.698327541351318","4.698327541351318","1.003014326095581","1.003014326095581","1.003014326095581","1.0029364824295044","1.0029364824295044","1.0029364824295044","1.0000700950622559","1.0000700950622559","1.0000700950622559"
"100","1.0000154972076416","1.0000154972076416","1.0000154972076416","1.0000380277633667","1.0000380277633667","1.0000380277633667","1.0000274181365967","1.0000274181365967","1.0000274181365967","1.0007842779159546","1.0007842779159546","1.0007842779159546","1.0000804662704468","1.0000804662704468","1.0000804662704468","1.0021597146987915","1.0021597146987915","1.0021597146987915","3.544071912765503","3.544071912765503","3.544071912765503","1.0038954019546509","1.0038954019546509","1.0038954019546509","1.0012856721878052","1.0012856721878052","1.0012856721878052","1.0000813007354736","1.0000813007354736","1.0000813007354736"
"101","1.000015377998352","1.000015377998352","1.000015377998352","1.0000364780426025","1.0000364780426025","1.0000364780426025","1.0000308752059937","1.0000308752059937","1.0000308752059937","1.000963568687439","1.000963568687439","1.000963568687439","1.000103235244751","1.000103235244751","1.000103235244751","1.0036157369613647","1.0036157369613647","1.0036157369613647","2.9147868156433105","2.9147868156433105","2.9147868156433105","1.0061726570129395","1.0061726570129395","1.0061726570129395","1.0015652179718018","1.0015652179718018","1.0015652179718018","1.0001078844070435","1.0001078844070435","1.0001078844070435"
"102","1.0000152587890625","1.0000152587890625","1.0000152587890625","1.0000393390655518","1.0000393390655518","1.0000393390655518","1.000028133392334","1.000028133392334","1.000028133392334","1.0009393692016602","1.0009393692016602","1.0009393692016602","1.0000845193862915","1.0000845193862915","1.0000845193862915","1.0012645721435547","1.0012645721435547","1.0012645721435547","4.91000509262085","4.91000509262085","4.91000509262085","1.0031788349151611","1.0031788349151611","1.0031788349151611","1.004469871520996","1.004469871520996","1.004469871520996","1.0000765323638916","1.0000765323638916","1.0000765323638916"
"103","1.000015139579773","1.000015139579773","1.000015139579773","1.0000405311584473","1.0000405311584473","1.0000405311584473","1.0000306367874146","1.0000306367874146","1.0000306367874146","1.0009759664535522","1.0009759664535522","1.0009759664535522","1.0001051425933838","1.0001051425933838","1.0001051425933838","1.0009349584579468","1.0009349584579468","1.0009349584579468","4.906253337860107","4.906253337860107","4.906253337860107","1.0030769109725952","1.0030769109725952","1.0030769109725952","1.0015933513641357","1.0015933513641357","1.0015933513641357","1.0000667572021484","1.0000667572021484","1.0000667572021484"
"104","1.000015377998352","1.000015377998352","1.000015377998352","1.0000364780426025","1.0000364780426025","1.0000364780426025","1.0000284910202026","1.0000284910202026","1.0000284910202026","1.000832438468933","1.000832438468933","1.000832438468933","1.0000704526901245","1.0000704526901245","1.0000704526901245","1.0028765201568604","1.0028765201568604","1.0028765201568604","4.284327030181885","4.284327030181885","4.284327030181885","1.004073143005371","1.004073143005371","1.004073143005371","1.004282832145691","1.004282832145691","1.004282832145691","1.0000662803649902","1.0000662803649902","1.0000662803649902"
"105","1.0000145435333252","1.0000145435333252","1.0000145435333252","1.0000433921813965","1.0000433921813965","1.0000433921813965","1.0000298023223877","1.0000298023223877","1.0000298023223877","1.0010558366775513","1.0010558366775513","1.0010558366775513","1.0000780820846558","1.0000780820846558","1.0000780820846558","1.002805471420288","1.002805471420288","1.002805471420288","5.67045259475708","5.67045259475708","5.67045259475708","1.0036325454711914","1.0036325454711914","1.0036325454711914","1.0008128881454468","1.0008128881454468","1.0008128881454468","1.000072717666626","1.000072717666626","1.000072717666626"
"106","1.0000147819519043","1.0000147819519043","1.0000147819519043","1.00003981590271","1.00003981590271","1.00003981590271","1.0000286102294922","1.0000286102294922","1.0000286102294922","1.0009211301803589","1.0009211301803589","1.0009211301803589","1.0001384019851685","1.0001384019851685","1.0001384019851685","1.003728985786438","1.003728985786438","1.003728985786438","3.53853702545166","3.53853702545166","3.53853702545166","1.0043652057647705","1.0043652057647705","1.0043652057647705","1.0029046535491943","1.0029046535491943","1.0029046535491943","1.0000685453414917","1.0000685453414917","1.0000685453414917"
"107","1.000016212463379","1.000016212463379","1.000016212463379","1.0000367164611816","1.0000367164611816","1.0000367164611816","1.0000271797180176","1.0000271797180176","1.0000271797180176","1.0008684396743774","1.0008684396743774","1.0008684396743774","1.0000742673873901","1.0000742673873901","1.0000742673873901","1.0008280277252197","1.0008280277252197","1.0008280277252197","4.752932548522949","4.752932548522949","4.752932548522949","1.0038543939590454","1.0038543939590454","1.0038543939590454","1.0023733377456665","1.0023733377456665","1.0023733377456665","1.0000721216201782","1.0000721216201782","1.0000721216201782"
"108","1.0000152587890625","1.0000152587890625","1.0000152587890625","1.0000394582748413","1.0000394582748413","1.0000394582748413","1.0000280141830444","1.0000280141830444","1.0000280141830444","1.00081205368042","1.00081205368042","1.00081205368042","1.0001260042190552","1.0001260042190552","1.0001260042190552","1.0031272172927856","1.0031272172927856","1.0031272172927856","4.854580402374268","4.854580402374268","4.854580402374268","1.0031381845474243","1.0031381845474243","1.0031381845474243","1.0036869049072266","1.0036869049072266","1.0036869049072266","1.000077486038208","1.000077486038208","1.000077486038208"
"109","1.0000135898590088","1.0000135898590088","1.0000135898590088","1.000036358833313","1.000036358833313","1.000036358833313","1.000026822090149","1.000026822090149","1.000026822090149","1.00083327293396","1.00083327293396","1.00083327293396","1.0000622272491455","1.0000622272491455","1.0000622272491455","1.002885341644287","1.002885341644287","1.002885341644287","5.153955936431885","5.153955936431885","5.153955936431885","1.002321720123291","1.002321720123291","1.002321720123291","1.0017553567886353","1.0017553567886353","1.0017553567886353","1.0001177787780762","1.0001177787780762","1.0001177787780762"
"110","1.0000147819519043","1.0000147819519043","1.0000147819519043","1.000034213066101","1.000034213066101","1.000034213066101","1.0000284910202026","1.0000284910202026","1.0000284910202026","1.0007802248001099","1.0007802248001099","1.0007802248001099","1.0000708103179932","1.0000708103179932","1.0000708103179932","1.0017409324645996","1.0017409324645996","1.0017409324645996","4.523126602172852","4.523126602172852","4.523126602172852","1.002629280090332","1.002629280090332","1.002629280090332","1.002288579940796","1.002288579940796","1.002288579940796","1.0000659227371216","1.0000659227371216","1.0000659227371216"
"111","1.000015139579773","1.000015139579773","1.000015139579773","1.0000360012054443","1.0000360012054443","1.0000360012054443","1.00002920627594","1.00002920627594","1.00002920627594","1.0016342401504517","1.0016342401504517","1.0016342401504517","1.000067114830017","1.000067114830017","1.000067114830017","1.001853585243225","1.001853585243225","1.001853585243225","3.9536337852478027","3.9536337852478027","3.9536337852478027","1.0037754774093628","1.0037754774093628","1.0037754774093628","1.0024096965789795","1.0024096965789795","1.0024096965789795","1.0000827312469482","1.0000827312469482","1.0000827312469482"
"112","1.000014305114746","1.000014305114746","1.000014305114746","1.0000399351119995","1.0000399351119995","1.0000399351119995","1.0000288486480713","1.0000288486480713","1.0000288486480713","1.0008846521377563","1.0008846521377563","1.0008846521377563","1.0000890493392944","1.0000890493392944","1.0000890493392944","1.0025304555892944","1.0025304555892944","1.0025304555892944","5.7584052085876465","5.7584052085876465","5.7584052085876465","1.0064030885696411","1.0064030885696411","1.0064030885696411","1.0035260915756226","1.0035260915756226","1.0035260915756226","1.0000858306884766","1.0000858306884766","1.0000858306884766"
"113","1.000014305114746","1.000014305114746","1.000014305114746","1.0000354051589966","1.0000354051589966","1.0000354051589966","1.0000280141830444","1.0000280141830444","1.0000280141830444","1.0007386207580566","1.0007386207580566","1.0007386207580566","1.000065565109253","1.000065565109253","1.000065565109253","1.003487467765808","1.003487467765808","1.003487467765808","7.726763725280762","7.726763725280762","7.726763725280762","1.0051226615905762","1.0051226615905762","1.0051226615905762","1.0021235942840576","1.0021235942840576","1.0021235942840576","1.0000643730163574","1.0000643730163574","1.0000643730163574"
"114","1.0000132322311401","1.0000132322311401","1.0000132322311401","1.0000334978103638","1.0000334978103638","1.0000334978103638","1.0000277757644653","1.0000277757644653","1.0000277757644653","1.0009765625","1.0009765625","1.0009765625","1.000078558921814","1.000078558921814","1.000078558921814","1.0016770362854004","1.0016770362854004","1.0016770362854004","7.947844505310059","7.947844505310059","7.947844505310059","1.0041471719741821","1.0041471719741821","1.0041471719741821","1.00222647190094","1.00222647190094","1.00222647190094","1.00006103515625","1.00006103515625","1.00006103515625"
"115","1.0000149011611938","1.0000149011611938","1.0000149011611938","1.0000327825546265","1.0000327825546265","1.0000327825546265","1.0000277757644653","1.0000277757644653","1.0000277757644653","1.0008978843688965","1.0008978843688965","1.0008978843688965","1.0000803470611572","1.0000803470611572","1.0000803470611572","1.0040910243988037","1.0040910243988037","1.0040910243988037","13.139820098876953","13.139820098876953","13.139820098876953","1.0044373273849487","1.0044373273849487","1.0044373273849487","1.0009201765060425","1.0009201765060425","1.0009201765060425","1.0000661611557007","1.0000661611557007","1.0000661611557007"
"116","1.0000146627426147","1.0000146627426147","1.0000146627426147","1.000032901763916","1.000032901763916","1.000032901763916","1.0000280141830444","1.0000280141830444","1.0000280141830444","1.0007553100585938","1.0007553100585938","1.0007553100585938","1.0000874996185303","1.0000874996185303","1.0000874996185303","1.0032362937927246","1.0032362937927246","1.0032362937927246","5.35694694519043","5.35694694519043","5.35694694519043","1.0090082883834839","1.0090082883834839","1.0090082883834839","1.0024007558822632","1.0024007558822632","1.0024007558822632","1.0000596046447754","1.0000596046447754","1.0000596046447754"
"117","1.0000137090682983","1.0000137090682983","1.0000137090682983","1.0000375509262085","1.0000375509262085","1.0000375509262085","1.0000274181365967","1.0000274181365967","1.0000274181365967","1.0008128881454468","1.0008128881454468","1.0008128881454468","1.0000722408294678","1.0000722408294678","1.0000722408294678","1.0030810832977295","1.0030810832977295","1.0030810832977295","8.289505004882812","8.289505004882812","8.289505004882812","1.0039511919021606","1.0039511919021606","1.0039511919021606","1.0015878677368164","1.0015878677368164","1.0015878677368164","1.0000742673873901","1.0000742673873901","1.0000742673873901"
"118","1.000013828277588","1.000013828277588","1.000013828277588","1.0000351667404175","1.0000351667404175","1.0000351667404175","1.000026822090149","1.000026822090149","1.000026822090149","1.0010532140731812","1.0010532140731812","1.0010532140731812","1.0000606775283813","1.0000606775283813","1.0000606775283813","1.0021151304244995","1.0021151304244995","1.0021151304244995","6.042259693145752","6.042259693145752","6.042259693145752","1.002794623374939","1.002794623374939","1.002794623374939","1.001397967338562","1.001397967338562","1.001397967338562","1.0000637769699097","1.0000637769699097","1.0000637769699097"
"119","1.0000150203704834","1.0000150203704834","1.0000150203704834","1.0000338554382324","1.0000338554382324","1.0000338554382324","1.0000267028808594","1.0000267028808594","1.0000267028808594","1.0009757280349731","1.0009757280349731","1.0009757280349731","1.0000613927841187","1.0000613927841187","1.0000613927841187","1.0024776458740234","1.0024776458740234","1.0024776458740234","11.6094331741333","11.6094331741333","11.6094331741333","1.0031671524047852","1.0031671524047852","1.0031671524047852","1.0026094913482666","1.0026094913482666","1.0026094913482666","1.0000582933425903","1.0000582933425903","1.0000582933425903"
"120","1.0000144243240356","1.0000144243240356","1.0000144243240356","1.0000321865081787","1.0000321865081787","1.0000321865081787","1.0000290870666504","1.0000290870666504","1.0000290870666504","1.0007846355438232","1.0007846355438232","1.0007846355438232","1.0000535249710083","1.0000535249710083","1.0000535249710083","1.0007299184799194","1.0007299184799194","1.0007299184799194","6.179518699645996","6.179518699645996","6.179518699645996","1.0053467750549316","1.0053467750549316","1.0053467750549316","1.0040555000305176","1.0040555000305176","1.0040555000305176","1.0000569820404053","1.0000569820404053","1.0000569820404053"
"121","1.0000133514404297","1.0000133514404297","1.0000133514404297","1.000032901763916","1.000032901763916","1.000032901763916","1.0000301599502563","1.0000301599502563","1.0000301599502563","1.0007356405258179","1.0007356405258179","1.0007356405258179","1.0000590085983276","1.0000590085983276","1.0000590085983276","1.0032148361206055","1.0032148361206055","1.0032148361206055","4.181756973266602","4.181756973266602","4.181756973266602","1.0042318105697632","1.0042318105697632","1.0042318105697632","1.0032435655593872","1.0032435655593872","1.0032435655593872","1.0001025199890137","1.0001025199890137","1.0001025199890137"
"122","1.0000128746032715","1.0000128746032715","1.0000128746032715","1.0000377893447876","1.0000377893447876","1.0000377893447876","1.0000267028808594","1.0000267028808594","1.0000267028808594","1.0008121728897095","1.0008121728897095","1.0008121728897095","1.0000760555267334","1.0000760555267334","1.0000760555267334","1.0025033950805664","1.0025033950805664","1.0025033950805664","4.434475898742676","4.434475898742676","4.434475898742676","1.0061200857162476","1.0061200857162476","1.0061200857162476","1.0055439472198486","1.0055439472198486","1.0055439472198486","1.0000559091567993","1.0000559091567993","1.0000559091567993"
"123","1.0000135898590088","1.0000135898590088","1.0000135898590088","1.0000364780426025","1.0000364780426025","1.0000364780426025","1.0000278949737549","1.0000278949737549","1.0000278949737549","1.0009291172027588","1.0009291172027588","1.0009291172027588","1.0000848770141602","1.0000848770141602","1.0000848770141602","1.0031342506408691","1.0031342506408691","1.0031342506408691","3.3950538635253906","3.3950538635253906","3.3950538635253906","1.0028784275054932","1.0028784275054932","1.0028784275054932","1.0020790100097656","1.0020790100097656","1.0020790100097656","1.0000618696212769","1.0000618696212769","1.0000618696212769"
"124","1.000012993812561","1.000012993812561","1.000012993812561","1.0000306367874146","1.0000306367874146","1.0000306367874146","1.0000275373458862","1.0000275373458862","1.0000275373458862","1.000881552696228","1.000881552696228","1.000881552696228","1.0000566244125366","1.0000566244125366","1.0000566244125366","1.0019092559814453","1.0019092559814453","1.0019092559814453","6.093019485473633","6.093019485473633","6.093019485473633","1.003116488456726","1.003116488456726","1.003116488456726","1.0025513172149658","1.0025513172149658","1.0025513172149658","1.0000637769699097","1.0000637769699097","1.0000637769699097"
"125","1.0000135898590088","1.0000135898590088","1.0000135898590088","1.0000348091125488","1.0000348091125488","1.0000348091125488","1.0000284910202026","1.0000284910202026","1.0000284910202026","1.0008927583694458","1.0008927583694458","1.0008927583694458","1.0000554323196411","1.0000554323196411","1.0000554323196411","1.002063512802124","1.002063512802124","1.002063512802124","7.032625198364258","7.032625198364258","7.032625198364258","1.0028841495513916","1.0028841495513916","1.0028841495513916","1.002745270729065","1.002745270729065","1.002745270729065","1.000054121017456","1.000054121017456","1.000054121017456"
"126","1.0000126361846924","1.0000126361846924","1.0000126361846924","1.0000325441360474","1.0000325441360474","1.0000325441360474","1.000028371810913","1.000028371810913","1.000028371810913","1.0009582042694092","1.0009582042694092","1.0009582042694092","1.000077247619629","1.000077247619629","1.000077247619629","1.0010571479797363","1.0010571479797363","1.0010571479797363","5.326914310455322","5.326914310455322","5.326914310455322","1.051072120666504","1.051072120666504","1.051072120666504","1.0028090476989746","1.0028090476989746","1.0028090476989746","1.0000759363174438","1.0000759363174438","1.0000759363174438"
"127","1.0000125169754028","1.0000125169754028","1.0000125169754028","1.000034213066101","1.000034213066101","1.000034213066101","1.0000261068344116","1.0000261068344116","1.0000261068344116","1.0008279085159302","1.0008279085159302","1.0008279085159302","1.0000643730163574","1.0000643730163574","1.0000643730163574","1.0019556283950806","1.0019556283950806","1.0019556283950806","8.080819129943848","8.080819129943848","8.080819129943848","1.0072404146194458","1.0072404146194458","1.0072404146194458","1.0013142824172974","1.0013142824172974","1.0013142824172974","1.0000628232955933","1.0000628232955933","1.0000628232955933"
"128","1.0000131130218506","1.0000131130218506","1.0000131130218506","1.0000314712524414","1.0000314712524414","1.0000314712524414","1.000026822090149","1.000026822090149","1.000026822090149","1.0007107257843018","1.0007107257843018","1.0007107257843018","1.0000641345977783","1.0000641345977783","1.0000641345977783","1.001259207725525","1.001259207725525","1.001259207725525","6.480501651763916","6.480501651763916","6.480501651763916","1.0033726692199707","1.0033726692199707","1.0033726692199707","1.0029898881912231","1.0029898881912231","1.0029898881912231","1.0000555515289307","1.0000555515289307","1.0000555515289307"
"129","1.0000121593475342","1.0000121593475342","1.0000121593475342","1.0000314712524414","1.0000314712524414","1.0000314712524414","1.0000267028808594","1.0000267028808594","1.0000267028808594","1.0009207725524902","1.0009207725524902","1.0009207725524902","1.0000760555267334","1.0000760555267334","1.0000760555267334","1.0016080141067505","1.0016080141067505","1.0016080141067505","10.263057708740234","10.263057708740234","10.263057708740234","1.0040174722671509","1.0040174722671509","1.0040174722671509","1.0058104991912842","1.0058104991912842","1.0058104991912842","1.0000590085983276","1.0000590085983276","1.0000590085983276"
"130","1.0000134706497192","1.0000134706497192","1.0000134706497192","1.00003182888031","1.00003182888031","1.00003182888031","1.0000264644622803","1.0000264644622803","1.0000264644622803","1.0009697675704956","1.0009697675704956","1.0009697675704956","1.0000563859939575","1.0000563859939575","1.0000563859939575","1.0026088953018188","1.0026088953018188","1.0026088953018188","6.804487228393555","6.804487228393555","6.804487228393555","1.003156065940857","1.003156065940857","1.003156065940857","1.0023518800735474","1.0023518800735474","1.0023518800735474","1.0000598430633545","1.0000598430633545","1.0000598430633545"
"131","1.0000131130218506","1.0000131130218506","1.0000131130218506","1.000034213066101","1.000034213066101","1.000034213066101","1.0000264644622803","1.0000264644622803","1.0000264644622803","1.000840187072754","1.000840187072754","1.000840187072754","1.0000547170639038","1.0000547170639038","1.0000547170639038","1.0034613609313965","1.0034613609313965","1.0034613609313965","12.569375991821289","12.569375991821289","12.569375991821289","1.025883436203003","1.025883436203003","1.025883436203003","1.0020902156829834","1.0020902156829834","1.0020902156829834","1.0000509023666382","1.0000509023666382","1.0000509023666382"
"132","1.0000132322311401","1.0000132322311401","1.0000132322311401","1.0000324249267578","1.0000324249267578","1.0000324249267578","1.0000256299972534","1.0000256299972534","1.0000256299972534","1.000852108001709","1.000852108001709","1.000852108001709","1.0001126527786255","1.0001126527786255","1.0001126527786255","1.0020508766174316","1.0020508766174316","1.0020508766174316","7.0022406578063965","7.0022406578063965","7.0022406578063965","1.0026488304138184","1.0026488304138184","1.0026488304138184","1.0024937391281128","1.0024937391281128","1.0024937391281128","1.0000503063201904","1.0000503063201904","1.0000503063201904"
